id,vignette_name,generation_number,generation_time,response,reflection_score
615e338de22ea1c7fe8dec3f,Josh,1,8071,callatowtruckorroadsideassistance,100
615e338de22ea1c7fe8dec3f,Josh,2,5134,hitchhike,10
615e338de22ea1c7fe8dec3f,Josh,3,4958,callfamilyfriendsforhelp,89
615e338de22ea1c7fe8dec3f,Josh,4,7262,misscancelthetrip,28
615e338de22ea1c7fe8dec3f,Josh,5,5102,walkruntotheairport,14
615e338de22ea1c7fe8dec3f,Heinz,0,9696,askfamilyfriendsformoney,74
615e338de22ea1c7fe8dec3f,Heinz,1,4094,fundraisemoney,100
615e338de22ea1c7fe8dec3f,Heinz,2,7127,seekgovernmentorcharityassistance,100
615e338de22ea1c7fe8dec3f,Heinz,3,3310,takeoutaloan,0
615e338de22ea1c7fe8dec3f,Heinz,4,3286,donotgettreatment,0
615e338de22ea1c7fe8dec3f,Heinz,5,3853,getanotherjob,80
5dd00a19b51b3e103a6f50c8,Brian,0,83247,checktheregisterrecordstofindcluesaboutthemissingmoney,100
5dd00a19b51b3e103a6f50c8,Brian,1,32766,checksecuritycamerastoseeifthemoneywastaken,81
5dd00a19b51b3e103a6f50c8,Brian,2,34972,checktheinventorytocalculatesales,98
5dd00a19b51b3e103a6f50c8,Brian,3,18981,checktoseeifabillwaspaidoutofthetill,22
5dd00a19b51b3e103a6f50c8,Brian,4,21713,asthecashierifanerrorwasmadewhileusingtheregister,77
5dd00a19b51b3e103a6f50c8,Brian,5,18181,reportthemissingmoneytothepolice,0
5dd00a19b51b3e103a6f50c8,Liz,0,30428,meetherfriendwherethefriendisleavingfrom,21
5dd00a19b51b3e103a6f50c8,Liz,1,9949,gobackandgetherphone,22
5dd00a19b51b3e103a6f50c8,Liz,2,27669,leaveanoteforherfriend,85
5dd00a19b51b3e103a6f50c8,Liz,3,18200,askthepersonatthedesktotellherfriendthatshewontmakeit,100
5dd00a19b51b3e103a6f50c8,Liz,4,37680,asksomeoneenteringthegymtotellherfriend,17
5dd00a19b51b3e103a6f50c8,Liz,5,7112,gohome,0
5dd00a19b51b3e103a6f50c8,Heinz,0,45445,askthehealthcareprovideriftheyknowofprogramsforpeopleinneed,59
5dd00a19b51b3e103a6f50c8,Heinz,1,5475,call311,95
5dd00a19b51b3e103a6f50c8,Heinz,2,25884,lookforcouponsorotherdiscounts,60
5dd00a19b51b3e103a6f50c8,Heinz,3,13301,setupapaymentplan,28
5dd00a19b51b3e103a6f50c8,Heinz,4,16565,waituntilitsanemergency,0
5dd00a19b51b3e103a6f50c8,Heinz,5,19515,postaskingforhelponsocialmedia,14
5dd00a19b51b3e103a6f50c8,Josh,0,32412,checktoseeifpublictransitisavailable,100
5dd00a19b51b3e103a6f50c8,Josh,1,22176,postponehisflight,85
5dd00a19b51b3e103a6f50c8,Josh,2,18622,callforanairportshuttle,76
5dd00a19b51b3e103a6f50c8,Josh,3,10832,fixthecarhimself,30
5dd00a19b51b3e103a6f50c8,Josh,4,47790,askastrangerforhelp,0
5dd00a19b51b3e103a6f50c8,Josh,5,16047,reschedulethetrip,72
5eecf79232fae00d585cd6f4,Brian,0,12338,quithisjob,20
5eecf79232fae00d585cd6f4,Brian,1,10069,leavethecountry,5
5eecf79232fae00d585cd6f4,Brian,2,11379,accusethecustomersofstealing,18
5eecf79232fae00d585cd6f4,Brian,3,59043,pretendtobesick,54
5eecf79232fae00d585cd6f4,Brian,4,2967,cry,55
5eecf79232fae00d585cd6f4,Brian,5,8325,accusethemanagerofstealing,21
5eecf79232fae00d585cd6f4,Liz,0,11640,askforacharger,71
5eecf79232fae00d585cd6f4,Liz,1,7020,cry,34
5eecf79232fae00d585cd6f4,Liz,2,5941,haveapanicattack,20
5eecf79232fae00d585cd6f4,Liz,3,13522,accusethedeskworkeroflying,25
5eecf79232fae00d585cd6f4,Liz,4,15134,threatentosuethegym,9
5eecf79232fae00d585cd6f4,Liz,5,9078,screamattheworkers,7
5eecf79232fae00d585cd6f4,Josh,0,11602,callanuber,66
5eecf79232fae00d585cd6f4,Josh,1,15284,changehisflight,68
5eecf79232fae00d585cd6f4,Josh,2,5803,goonaboat,36
5eecf79232fae00d585cd6f4,Josh,3,22338,callalyft,62
5eecf79232fae00d585cd6f4,Josh,4,48911,cry,30
5eecf79232fae00d585cd6f4,Josh,5,5462,haveapanicattack,35
5eecf79232fae00d585cd6f4,Heinz,0,76425,stealthemedicine,35
5eecf79232fae00d585cd6f4,Heinz,1,7542,trytogetcouponsgoodrx,55
5eecf79232fae00d585cd6f4,Heinz,2,6137,doagofundme,57
5eecf79232fae00d585cd6f4,Heinz,3,11545,cutdownongroceries,42
5eecf79232fae00d585cd6f4,Heinz,4,4969,cutdownonspendingoverall,48
5eecf79232fae00d585cd6f4,Heinz,5,893,cry,33
5e35e01b5bfa43595d69621d,Josh,0,45221,parkhiscarandwalk,76
5e35e01b5bfa43595d69621d,Josh,1,28757,reschedulehisflight,100
5e35e01b5bfa43595d69621d,Josh,2,19870,giveup,0
5e35e01b5bfa43595d69621d,Josh,3,15246,callpolice,35
5e35e01b5bfa43595d69621d,Josh,4,43326,movecartoasafespotandwaitforhelp,93
5e35e01b5bfa43595d69621d,Josh,5,31822,haveafriendwaitwiththecarandgototheairport,100
5e35e01b5bfa43595d69621d,Heinz,0,24294,findacomparablereplacement,90
5e35e01b5bfa43595d69621d,Heinz,1,21317,lookforaprescriptionsavingsplan,43
5e35e01b5bfa43595d69621d,Heinz,2,22526,askaboutothertreatments,55
5e35e01b5bfa43595d69621d,Heinz,3,50376,gambleandhopehewinsbig,0
5e35e01b5bfa43595d69621d,Heinz,4,19659,sellpersonalitemstomakethemoney,69
5e35e01b5bfa43595d69621d,Heinz,5,25854,sellthierhome,25
5e35e01b5bfa43595d69621d,Brian,0,44337,putintherightamountandsayitwasamistakewhentheyseeitsmissing,31
5e35e01b5bfa43595d69621d,Brian,1,26454,stealthemoneyfromhiscoworkers,0
5e35e01b5bfa43595d69621d,Brian,2,19468,blamehiscoworkersfortakingit,0
5e35e01b5bfa43595d69621d,Brian,3,59437,drawfakemoneyonpaperbagsandaddittotheregister,0
5e35e01b5bfa43595d69621d,Brian,4,33997,pretendthestorewasrobbedandsplittherestofthedaysfundswithcoworkers,0
5e35e01b5bfa43595d69621d,Brian,5,9276,justquithisjob,0
5e35e01b5bfa43595d69621d,Liz,0,31204,tellherfriendshehadnaccidentonthewaythere,0
5e35e01b5bfa43595d69621d,Liz,1,25677,insisttheyarewrongandgoinanyway,27
5e35e01b5bfa43595d69621d,Liz,2,29574,justghostherfriendandapologizelater,23
5e35e01b5bfa43595d69621d,Liz,3,22781,pretendsheisherfriendandgoin,19
5e35e01b5bfa43595d69621d,Liz,4,45907,makeasceneatthefrontdeskuntilherfriendarrives,13
5e35e01b5bfa43595d69621d,Liz,5,16942,cry,61
5ed67ff47f3ee30bb86925f5,Heinz,0,31744,investigatealternativetherapies,75
5ed67ff47f3ee30bb86925f5,Heinz,1,13933,stealmoney,3
5ed67ff47f3ee30bb86925f5,Heinz,2,21944,medicaltourismtoacheaperlocation,63
5ed67ff47f3ee30bb86925f5,Heinz,3,17995,sellpersonalpossessions,42
5ed67ff47f3ee30bb86925f5,Heinz,4,106448,askforadiscount,37
5ed67ff47f3ee30bb86925f5,Heinz,5,19195,enlistinaclinicaltrialtoreceivemedicationforfree,74
5ed67ff47f3ee30bb86925f5,Brian,0,24564,quit,5
5ed67ff47f3ee30bb86925f5,Brian,1,27570,accuseacoworker,0
5ed67ff47f3ee30bb86925f5,Brian,2,61085,makeanarrangementwithhisbosstorepaythemissingamount,65
5ed67ff47f3ee30bb86925f5,Brian,3,37428,reviewthetransactionstoidentifyhowtheshortfalloccurred,64
5ed67ff47f3ee30bb86925f5,Brian,4,33500,taketherestofthemoneyandrun,0
5ed67ff47f3ee30bb86925f5,Brian,5,52083,feignignorance,0
5ed67ff47f3ee30bb86925f5,Liz,0,24287,asksomeonetonotifyherfriend,93
5ed67ff47f3ee30bb86925f5,Liz,1,16322,pleadatthefrontdesktobeallowedinbriefly,95
5ed67ff47f3ee30bb86925f5,Liz,2,58989,askthefrontdesktomakeapaannouncement,69
5ed67ff47f3ee30bb86925f5,Liz,3,34506,gobacktoworkandclaimignoranceofthesituation,2
5ed67ff47f3ee30bb86925f5,Liz,4,54596,phoneinabombthreattothegym,0
5ed67ff47f3ee30bb86925f5,Liz,5,22175,gobackandgetherphone,55
5ed67ff47f3ee30bb86925f5,Josh,0,25458,calltheairlinetoexplainthesituation,36
5ed67ff47f3ee30bb86925f5,Josh,1,43666,usearideshareapplyftubertogetaride,83
5ed67ff47f3ee30bb86925f5,Josh,2,29559,askpassersbyiftheycanfixhiscar,23
5ed67ff47f3ee30bb86925f5,Josh,3,55564,delaythetrip,23
5ed67ff47f3ee30bb86925f5,Josh,4,34573,investigatealternativeitinerariestogettothesafari,60
5ed67ff47f3ee30bb86925f5,Josh,5,36940,relaxanddealwiththesituationascalmlyandeffectivelyaspossible,72
6101d3dd8a5037f20dfc505f,Liz,0,29418,returntotheofficeandcalllizfromherphonetoletherknowwhathappened,88
6101d3dd8a5037f20dfc505f,Liz,1,22937,askthefrontdesktocallforlizontheintercom,75
6101d3dd8a5037f20dfc505f,Liz,2,36214,asktobeescortedtolookforliztotellherinperson,100
6101d3dd8a5037f20dfc505f,Liz,3,12138,bribethepersonatthefrontdesktoletherpassthisonce,16
6101d3dd8a5037f20dfc505f,Liz,4,30359,waitinthecartoseewhenlizcomesout,31
6101d3dd8a5037f20dfc505f,Liz,5,28709,callouthername,17
6101d3dd8a5037f20dfc505f,Brian,0,20194,checkcamerastofindtheculprit,100
6101d3dd8a5037f20dfc505f,Brian,1,13662,dothemathagaintoseeifhemadeamistake,95
6101d3dd8a5037f20dfc505f,Brian,2,129608,lieandsaythathedoesntknowwhattheyretalkingabout,25
6101d3dd8a5037f20dfc505f,Brian,3,104404,spytoseewhoitis,38
6101d3dd8a5037f20dfc505f,Brian,4,106625,stealallthemoney,0
6101d3dd8a5037f20dfc505f,Brian,5,10043,quithisjobbeforehegetsfired,0
6101d3dd8a5037f20dfc505f,Heinz,0,8016,stealfromabank,0
6101d3dd8a5037f20dfc505f,Heinz,1,93499,lieandchangethemedicalinsurance,0
6101d3dd8a5037f20dfc505f,Heinz,2,94511,tryalternativemedicine,100
6101d3dd8a5037f20dfc505f,Heinz,3,15862,sellallthethingstheyown,64
6101d3dd8a5037f20dfc505f,Heinz,4,46285,askforittobeprobono,84
6101d3dd8a5037f20dfc505f,Heinz,5,94982,arguewiththehospital,0
6101d3dd8a5037f20dfc505f,Josh,0,23288,changehisflight,100
6101d3dd8a5037f20dfc505f,Josh,1,15259,waititout,78
6101d3dd8a5037f20dfc505f,Josh,2,74139,cry,20
6101d3dd8a5037f20dfc505f,Josh,3,11596,arguewiththetaxiperson,0
6101d3dd8a5037f20dfc505f,Josh,4,108958,tellthetaxitomoveoverandthathewilldrive,0
6101d3dd8a5037f20dfc505f,Josh,5,93130,giveup,63
5f3c2648a9ef86a4c10de377,Heinz,0,27551,robthepharmacy,0
5f3c2648a9ef86a4c10de377,Heinz,1,37329,getthetreatmentcheaperinadifferentcountry,79
5f3c2648a9ef86a4c10de377,Heinz,2,42035,gambleforthemoney,17
5f3c2648a9ef86a4c10de377,Heinz,3,96821,foregoexpensivesomewhatcostlyactivitiescableetcinordertoaffordtreatment,32
5f3c2648a9ef86a4c10de377,Heinz,4,70357,trytofindacheapergenericoption,70
5f3c2648a9ef86a4c10de377,Heinz,5,72866,gotonewdoctorseeiftheyhaveadifferenttreatmentrecommendation,36
5f3c2648a9ef86a4c10de377,Brian,0,41066,quitthejobpreemptively,24
5f3c2648a9ef86a4c10de377,Brian,1,26363,takeevenmoremoneyoutoftheregistersincehemaybefiredanyway,17
5f3c2648a9ef86a4c10de377,Brian,2,65660,stagearobberywithatrustedfriendtoaccountforthe57missingdollars,9
5f3c2648a9ef86a4c10de377,Brian,3,83741,agreetoworkextrahoursfreetomakeupforthemissingmoney,35
5f3c2648a9ef86a4c10de377,Brian,4,82915,blamesomeoneelse,27
5f3c2648a9ef86a4c10de377,Brian,5,48555,lookforthemoneyincoworkersbagscoatsorcallthepolice,20
5f3c2648a9ef86a4c10de377,Josh,0,19788,walkintotrafficinsteadofgoingtokillanimals,1
5f3c2648a9ef86a4c10de377,Josh,1,48512,takeitasasignfromahigherpower,93
5f3c2648a9ef86a4c10de377,Josh,2,23935,getanewplaneticketforalaterflight,23
5f3c2648a9ef86a4c10de377,Josh,3,22840,trytofixhiscaronthesideoftheroadandthendrivetherestoftheway,25
5f3c2648a9ef86a4c10de377,Josh,4,35794,takeabusorpublictransit,60
5f3c2648a9ef86a4c10de377,Josh,5,18793,calltheairportforrecommendations,32
5f3c2648a9ef86a4c10de377,Liz,0,26213,recommendtheydosomethingelse,90
5f3c2648a9ef86a4c10de377,Liz,1,40574,stealsomeoneelsesmembershipcard,6
5f3c2648a9ef86a4c10de377,Liz,2,20645,pretendsheforgothercredentialsandbesomeoneelse,5
5f3c2648a9ef86a4c10de377,Liz,3,27078,pretendtobeanewpersonaskingtotryoutthegym,10
5f3c2648a9ef86a4c10de377,Liz,4,175874,askthefrontdesktoexplainwhathappenedandleave,89
5f3c2648a9ef86a4c10de377,Liz,5,24332,fakeaheartattack,4
